company_name,category_name,product_name,product_image,product_description,calorie_info,product_url
Wendy's,Combos,Classic Chicken Sandwich Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Classic%20Chicken%20Combo_0.png?itok=6V9rBpFU,"A juicy lightly breaded crispy chicken breast with crunchy lettuce, tomato, Heinz mayo, and the perfect pickles all on a toasted bun.  It's a flawless blend of nostalgia and excitement.",637 - 834 kcal,https://www.wendys.com/en-gb/menu-items/classic-chicken-sandwich-combo
Wendy's,Combos,Grilled Chicken Sandwich Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Grilled%20Chicken%20Combo_0.png?itok=dlDvb4Qd,"Herb-marinated grilled chicken breast topped with Heinz mayo, crisp lettuce, and tomato, served on a warm toasted bun. See if it isn't the best chicken sandwich you've ever had.",550 - 747 kcal,https://www.wendys.com/en-gb/menu-items/grilled-chicken-sandwich-combo
Wendy's,Combos,Avocado Chicken Club Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Club%20Chicken%20Combo_0.png?itok=pRHr4nEQ,"A juicy, lightly breaded chicken breast topped with our applewood smoked bacon, avocado, tomatoes, crisp lettuce and Heinz mayo – all in a toasted premium bun. A club favorite that's anything but boring",877 - 1074 kcal,https://www.wendys.com/en-gb/menu-items/avocado-chicken-club-combo
Wendy's,Combos,Signature Chicken Wrap Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Signature%20Wrap%20Chicken%20Combo%20%281%29_0.png?itok=0aUJxjK_,"Your choice of juicy, all white meat, filler free chicken (classic, spicy or grilled) topped with shredded cheddar cheese, crisp lettuce, and Heinz mayo - all served on a warm tortilla.  Simple and delicious!",398 - 829 kcal,https://www.wendys.com/en-gb/signature-chicken-wrap-combo
Wendy's,Combos,"Signature Wrap Combo, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Signature%20Wrap%20Halloumi%20Combo%20%283%29_0.png?itok=oUiFWreW,"Crispy and golden halloumi fries with shredded cheddar cheese, crisp lettuce, and Heinz mayo - all served on a tortilla.  Simple and delicious!",1250 - 1353 kcal,https://www.wendys.com/en-gb/signature-wrap-combo-halloumi-fries
Wendy's,Combos,Avocado Chicken Wrap Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Avocado%20Wrap%20Chicken%20Combo_0.png?itok=ZOQZZhOD,"Your choice of juicy, all white meat, filler free chicken (classic, spicy or grilled) topped with creamy avocado, crisp lettuce, and tomato – all served on a warm tortilla.  Fresh flavours in every bite!",398 - 829 kcal,https://www.wendys.com/en-gb/avocado-chicken-wrap-combo
Wendy's,Combos,"Avocado Wrap Combo, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Avocado%20Wrap%20Halloumi%20Combo_0.png?itok=XWsQblxc,"Crispy and golden halloumi fries, topped with creamy avocado, crisp lettuce, and tomato – all served on a tortilla.  Fresh flavours in every bite!",1085 - 1196 kcal,https://www.wendys.com/en-gb/avocado-wrap-combo-halloumi-fries
Wendy's,Combos,BBQ Chicken Wrap Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/BBQ%20Wrap%20Chicken%20Combo_0.png?itok=JBFSV8iQ,"Your choice of juicy, all white meat, filler free chicken (classic, spicy or grilled) topped with a sweet BBQ sauce, shredded cheddar cheese, and crisp lettuce – all served on a tortilla. A little sweet, a little savoury, a lot scrumptious.",398 - 829 kcal,https://www.wendys.com/en-gb/bbq-chicken-wrap-combo
Wendy's,Combos,"BBQ Wrap Combo, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/BBQ%20Wrap%20Halloumi%20Combo_0.png?itok=phE3IjQW,"Crispy and golden halloumi fries topped with a sweet BBQ sauce, shredded cheddar cheese, and crisp lettuce – all served on a tortilla. A little sweet, a little savoury, a lot scrumptious",1110 - 1222 kcal,https://www.wendys.com/en-gb/bbq-wrap-combo-halloumi-fries
Wendy's,Combos,3 Pc Chicken Tenders Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/3%20PC%20Tenders%20Combo_0.png?itok=umRMNqN_,"3 pieces of real, juicy chicken fillet lightly breaded and fried for a crispy, delicious bite.  Pair with your favourite sauce from our bold new lineup and you have a match made in heaven.",433 - 633 kcal,https://www.wendys.com/en-gb/3-pc-chicken-tenders-combo
Wendy's,Combos,5 Pc Chicken Tenders Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/5%20PC%20Tenders%20Combo_0.png?itok=J6vRlMF2,"5 pieces of real, juicy chicken fillet lightly breaded and fried for a crispy, delicious bite.  Pair with your favourite sauce from our bold new lineup and you have a match made in heaven.",609 - 809 kcal,https://www.wendys.com/en-gb/5-pc-chicken-tenders-combo
Wendy's,Combos,20pc Spicy Nugget Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/20PC%20Nuggets%20Spicy_0.png?itok=S_VwdrKd,"20 pieces of chicken fillet marinated and breaded in our unique, fiery blend of peppers and spices to deliver more flavour inside and out.  Add your choice of sauce from our bold line of flavours as the perfect accompaniment.",811 – 1136 kcal,https://www.wendys.com/en-gb/20pc-spicy-nugget-combo-meal
Wendy's,Combos,20 Pc Chicken Nugget Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/20PC%20Nuggets_0.png?itok=mVL0-NnC,20 pieces of chicken fillet lightly breaded for a crispy outer then fried to seal in the juicy goodness. Add your choice of sauce from our bold line of flavours as the perfect accompaniment.,1134 kcal,https://www.wendys.com/en-gb/20-pc-chicken-nugget-combo
Wendy's,Combos,10pc Chicken Nugget Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/10PC%20Nuggets%20_0.png?itok=PxLdcfNj,"10 Pieces of chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness.  Add your choice of sauce from our bold line of flavours as the perfect accompaniment.",459 - 656 kcal,https://www.wendys.com/en-gb/menu-items/10pc-chicken-nugget-combo
Wendy's,Combos,10pc Spicy Nugget Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/10PC%20Nuggets%20Spicy_0.png?itok=f_wWVwFJ,"10 pieces of chicken fillet marinated and breaded in our unique, fiery blend of peppers and spices to deliver more flavour inside and out.  Add your choice of sauce from our bold line of flavours as the perfect accompaniment.",440 – 791 kcal,https://www.wendys.com/en-gb/10pc-spicy-nugget-combo-0
Wendy's,Combos,10 Pc BBQ Saucy Classic Nuggets Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Saucy%20Nuggets%20-%20%20Classic%20BBQ_0.png?itok=XCiASqPp,"10 pieces of our classic chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a sweet BBQ sauce.",753 - 874 kcal,https://www.wendys.com/en-gb/10-pc-bbq-saucy-classic-nuggets-combo
Wendy's,Combos,10 Pc BBQ Saucy Spicy Nuggets Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Saucy%20Nuggets%20-%20Spicy%20BBQ_0.png?itok=-7CGerp7,"10 pieces of our spicy chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a sweet BBQ sauce.",724 - 844 kcal,https://www.wendys.com/en-gb/10-pc-bbq-saucy-spicy-nuggets-combo
Wendy's,Combos,10 Pc Buffalo Saucy Classic Nuggets Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Saucy%20Nuggets%20-%20%20Classic%20Buffalo_0.png?itok=crxZ_N6H,"10 pieces of our classic chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a tangy Buffalo sauce.",680 - 800 kcal,https://www.wendys.com/en-gb/10-pc-buffalo-saucy-classic-nuggets-combo
Wendy's,Combos,10 Pc Buffalo Saucy Spicy Nuggets Combo,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Saucy%20Nuggets%20-%20Spicy%20Buffalo%20_0.png?itok=dWDXtln3,"10 pieces of our spicy chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a tangy Buffalo sauce.",646 - 766 kcal,https://www.wendys.com/en-gb/10-pc-buffalo-saucy-spicy-nuggets-combo
Wendy's,Hamburgers,Grilled Cheese Cheeseburger Single,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Grilled%20Cheese%20Single%20%281%29_0.png?itok=qfeW76AR,"Cheeseburgers are great. Grilled Cheese Sandwiches are great. A Grilled Cheese Cheeseburger is NEXT LEVEL. Our new Grilled Cheese Cheeseburger comes with one patty of Wendy’s fresh beef, topped with caramelized onions, creamy mayo, and a melty cheese slice, all served between even more cheese with two grilled cheese sandwiches as buns.  It’s the ultimate craving crushing sandwich!",843 kcal,https://www.wendys.com/en-gb/grilled-cheese-cheeseburger-single
Wendy's,Hamburgers,Grilled Cheese Cheeseburger Double,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Grilled%20Cheese%20Double_0.png?itok=k6TP7_UF,"Cheeseburgers are great. Grilled Cheese Sandwiches are great. A Grilled Cheese Cheeseburger is NEXT LEVEL. Our new Grilled Cheese Cheeseburger comes with two patties of Wendy’s fresh beef, topped with caramelized onions, creamy mayo, and a melty cheese slice, all served between even more cheese with two grilled cheese sandwiches as buns.  It’s the ultimate craving crushing sandwich!",1250 kcal,https://www.wendys.com/en-gb/grilled-cheese-cheeseburger-double
Wendy's,Hamburgers,Grilled Cheese Cheeseburger Tripple,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/Grilled%20Cheese%20Tripple_0.png?itok=TKewELTP,"Cheeseburgers are great. Grilled Cheese Sandwiches are great. A Grilled Cheese Cheeseburger is NEXT LEVEL. Our new Grilled Cheese Cheeseburger comes with three patties of Wendy’s fresh beef, topped with caramelized onions, creamy mayo, and a melty cheese slice, all served between even more cheese with two grilled cheese sandwiches as buns.  It’s the ultimate craving crushing sandwich!",1657 kcal,https://www.wendys.com/en-gb/grilled-cheese-cheeseburger-tripple
Wendy's,Hamburgers,Wendy's Single,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2024-03/2024_DELIVERECT_Dave%27s%20Single_One%20Cheese_0.png?itok=1Q6EH2zs,"It’s the burger that started it all. Wendy’s Single cheeseburger is simple and delicious, and hits the spot every single time.The legendary cheeseburgerOur American cheeseburger comes with a quarter-pound* of fresh beef hot off the grill topped with American cheese, crisp lettuce, ripe tomato, pickle, onion, Heinz ketchup and Heinz mayo all sandwiched between a toasted bun.If you’re craving that crispy Applewood smoked bacon, why not try the Baconator?",524 kcal,https://www.wendys.com/en-gb/menu-items/wendys-single
Wendy's,Hamburgers,Wendy's Double,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/daves-double.png?itok=0LISzLWe,"A half-pound* of fresh beef, American cheese, crisp lettuce, tomato, pickle, Heinz ketchup, Heinz mayo, and onion on a toasted bun. More meat means more to love.",888 kcal,https://www.wendys.com/en-gb/menu-items/wendys-double
Wendy's,Hamburgers,Wendy's Triple,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/daves-triple-143_medium_US_en_0.png?itok=Nj4DPiCI,"Ready to meet the heavyweight champ of all things beef? Enter the Wendy’s Triple Cheeseburger.The triple threatOur triple cheeseburger comes stacked with three quarters of pound* of fresh beef straight from the grill. It’s then piled high with American cheese, crisp lettuce, ripe tomato, pickle, onion, Heinz ketchup and Heinz mayo all sandwiched between a warm toasted bun. You’re going to need both hands for this one!",1204 kcal,https://www.wendys.com/en-gb/menu-items/wendys-triple
Wendy's,Hamburgers,Baconator,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/baconator-144_medium_US_en.png?itok=H8sl3GsY,"Calling all carnivores – meet our legendary double bacon cheeseburger, the Wendy’s Baconator.A meaty masterpieceOur ultimate bacon cheeseburger is made using a half-pound* of fresh beef so delicious it could be enjoyed on its own. But at Wendy’s we hate to have a lonely patty. So, the Baconator comes topped with melted American cheese, 6 (yes...6!) pieces of crispy Applewood smoked bacon, Heinz ketchup, and Heinz mayo all inside a premium toasted bun.",1010 kcal,https://www.wendys.com/en-gb/menu-items/baconator
Wendy's,Hamburgers,Jr. Bacon Cheeseburger,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/jr-bacon-cheeseburger-147_medium_US_en.png?itok=E0j5XKqZ,"Fresh beef, Applewood smoked bacon, American cheese, crisp lettuce, tomato, and Heinz mayo. Its a favourite of bacon lovers everywhere.",406 kcal,https://www.wendys.com/en-gb/menu-items/bacon-cheeseburger
Wendy's,Hamburgers,Jr. Cheeseburger,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/jr-cheeseburger-deluxe-148_medium_US_en.png?itok=k1sNIIhJ,"Sink your teeth into the Wendy’s Jr. Cheeseburger for big flavour at a savoury price. Our cheeseburger comes with fresh beef and topped with cheese, pickles, onions, ripe tomatoes, crisp lettuce, Heinz ketchup and Heinz mayo all nestled between a toasted bun. Team it with Wendy’s fries and a Wendy’s Frosty for the ultimate combo.",375 kcal,https://www.wendys.com/en-gb/menu-items/jr-cheeseburger
Wendy's,Chicken Sandwiches,Grilled Chicken,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/2021_Photo_UK_GrilledChickenSandwich_1.png?itok=dt9GNx3X,"Herb-marinated grilled chicken breast topped with Heinz mayo, crisp lettuce, and tomato, served on a warm toasted bun. See if it isn't the best chicken sandwich you've ever had.",321 kcal,https://www.wendys.com/en-gb/menu-items/grilled-chicken
Wendy's,Chicken Sandwiches,Classic Chicken,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/classic-chicken-sandwich-1220_medium_US_en.png?itok=fnLz8Jx_,"Our chicken sandwich is too good to gatekeep and it's a Wendy’s menu favourite with fans returning for its unforgettable taste every time.The all-time chicken burgerEvery chicken burger is prepared to perfection using a juicy, lightly breaded, crispy chicken breast. It’s then sandwiched in a toasted bun alongside crunchy lettuce, ripe tomato, pickles and Heinz mayo. The Classic Chicken is a flawless blend of nostalgia and excitement. We’re getting goosebumps just thinking about it.",404 kcal,https://www.wendys.com/en-gb/menu-items/classic-chicken
Wendy's,Chicken Sandwiches,Spicy Chicken,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/spicy-chicken-151_medium_US_en.png?itok=p0ckblFW,"Think you can handle the heat? Take a bite of our spicy chicken sandwich and then we’ll talk.Your new burger obsessionWe start with our knockout original chicken burger and turn up the heat to bring our Wendy’s Spicy Chicken. It comes with a juicy chicken breast marinated and breaded in our unique, fiery blend of peppers and spices to deliver a bold heat. Cool it down with crisp lettuce, ripe tomato and Heinz mayo.",400 kcal,https://www.wendys.com/en-gb/menu-items/spicy-chicken
Wendy's,Chicken Sandwiches,Avocado Chicken Club,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2021-05/2019_Photo_Made%20to%20Crave_AvocadoBLT%20Chicken_APA_UK_Homestyle_emmanthal%20copy.png?itok=Cq5ORH_V,"A juicy, lightly breaded chicken breast topped with our applewood smoked bacon, avocado, tomatoes, crisp lettuce and Heinz mayo – all in a toasted premium bun. A club favourite that's anything but boring",651 kcal,https://www.wendys.com/en-gb/menu-items/avocado-chicken-club
Wendy's,Chicken Nuggets & Tenders,4 Pc Chicken Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/4%20Nuggets%20-%20%20Classic%20_0.png?itok=GxHjZIOW,"4 Pieces of chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness.  Add your choice of sauce from our bold line of flavours as the perfect accompaniment.",114 kcal,https://www.wendys.com/en-gb/menu-items/4-pc-mini-chicken-nuggets
Wendy's,Chicken Nuggets & Tenders,4 Pc Spicy Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/4%20Nuggets%20-%20%20Spicy_0.png?itok=OL2q0309,,99 kcal kcal,https://www.wendys.com/en-gb/4-pc-spicy-nuggets
Wendy's,Chicken Nuggets & Tenders,10 Pc Chicken Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/10%20Nuggets%20-%20%20Classic_0.png?itok=m2ZbkMIT,"Whether you grab a few on the side or make them your go-to main, our delicious chicken nuggets always steal the show.Pieces of protein heavenGet 10 pieces of real, juicy chicken fillet lightly breaded and fried for a crispy, tender nugget. Pair with your favourite sauce from our bold lineup and team it with one of our irresistible sides. Grab a 4pc Wendy’s chicken nugget box when you’re looking for a light bite or a 20pc Wendy’s chicken nugget box for sharing.Feeling brave? Choose our spicy chicken nuggets for juicy chicken marinated in our hot blend of peppers and spices.",286 kcal,https://www.wendys.com/en-gb/menu-items/8-pc-mini-chicken-nuggets
Wendy's,Chicken Nuggets & Tenders,10 Pc Spicy Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/10%20Nuggets%20-%20%20Spicy_0.png?itok=ayMauuWb,,250 kcal kcal,https://www.wendys.com/en-gb/10-pc-spicy-nuggets
Wendy's,Chicken Nuggets & Tenders,20 Pc Chicken Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/20%20Nuggets%20-%20%20Classic_0.png?itok=3Z9XeNpb,20 pieces of chicken fillet lightly breaded for a crispy outer then fried to seal in the juicy goodness. Add your choice of sauce from our bold line of flavours as the perfect accompaniment.,570 kcal,https://www.wendys.com/en-gb/20-pc-chicken-nuggets
Wendy's,Chicken Nuggets & Tenders,20 Pc Spicy Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-10/20%20Nuggets%20-%20%20Spicy_0.png?itok=GKetMuqw,,499 kcal kcal,https://www.wendys.com/en-gb/20-pc-spicy-nuggets
Wendy's,Chicken Nuggets & Tenders,3 Pc Chicken Tenders,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/3%20PC%20Tenders_0.png?itok=okl2joqx,"3 pieces of real, juicy chicken fillet lightly breaded and fried for a crispy, delicious bite.  Pair with your favourite sauce from our bold new lineup and you have a match made in heaven.",257 kcal,https://www.wendys.com/en-gb/3-pc-chicken-tenders
Wendy's,Chicken Nuggets & Tenders,5 Pc Chicken Tenders,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-09/5%20PC%20Tenders_0.png?itok=szu8Y2u-,"5 pieces of real, juicy chicken fillet lightly breaded and fried for a crispy, delicious bite.  Pair with your favourite sauce from our bold new lineup and you have a match made in heaven.",433 kcal,https://www.wendys.com/en-gb/5-pc-chicken-tenders
Wendy's,Chicken Nuggets & Tenders,6 Pc Buffalo Saucy Classic Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/600x400_MobileAPP-68e84b7e-463b-4fa0-9639-9b831d55c95f_1.png?itok=ArB5SiaN,"6 pieces of our classic chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a tangy Buffalo sauce.",189 kcal,https://www.wendys.com/en-gb/6-pc-buffalo-saucy-classic-nuggets
Wendy's,Chicken Nuggets & Tenders,6 Pc Buffalo Saucy Spicy Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/600x400_MobileAPP-f605c9cf-4241-424c-a756-db36e097df09_1.png?itok=HG4LUnY6,"6 pieces of our spicy chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a tangy Buffalo sauce.",169 kcal,https://www.wendys.com/en-gb/6-pc-buffalo-saucy-spicy-nuggets
Wendy's,Chicken Nuggets & Tenders,10 Pc Buffalo Saucy Classic Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/600x400_MobileAPP-e9075af3-ec71-4409-b9a8-b79c7b547484_1.png?itok=c66B5SMk,"10 pieces of our classic chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a tangy Buffalo sauce.",312 kcal,https://www.wendys.com/en-gb/10-pc-buffalo-saucy-classic-nuggets
Wendy's,Chicken Nuggets & Tenders,10 Pc Buffalo Saucy Spicy Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/600x400_MobileAPP-4bc42075-b885-43a4-b5e0-37bc7cfaf295_1.png?itok=R6kOzA_u,"10 pieces of our spicy chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a tangy Buffalo sauce.",276 kcal,https://www.wendys.com/en-gb/10-pc-buffalo-saucy-spicy-nuggets
Wendy's,Chicken Nuggets & Tenders,6 Pc BBQ Saucy Classic Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/600x400_MobileAPP-366e6ecc-ef19-49a1-aba5-030b99346273_1.png?itok=BCjhPNyO,"6 pieces of our classic chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a sweet BBQ sauce.",255 kcal,https://www.wendys.com/en-gb/6-pc-bbq-saucy-classic-nuggets
Wendy's,Chicken Nuggets & Tenders,6 Pc BBQ Saucy Spicy Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/600x400_MobileAPP-98e37126-a203-4a49-9e83-31bfd5168a3e_1.png?itok=1Wa8Lewx,"6 pieces of our spicy chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a sweet BBQ sauce.",233 kcal,https://www.wendys.com/en-gb/6-pc-bbq-saucy-spicy-nuggets
Wendy's,Chicken Nuggets & Tenders,10 Pc BBQ Saucy Classic Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/600x400_MobileAPP-dd381d06-8d26-470c-a48f-dbcd6cf01755_1.png?itok=Sl7PwCon,"10 pieces of our classic chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a sweet BBQ sauce.",382 kcal,https://www.wendys.com/en-gb/10-pc-bbq-saucy-classic-nuggets
Wendy's,Chicken Nuggets & Tenders,10 Pc BBQ Saucy Spicy Nuggets,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/600x400_MobileAPP-b6bd6f28-dbfa-45be-8afe-301ba514a333_1.png?itok=zCcj0T0a,"10 pieces of our spicy chicken fillet lightly breaded for a crispy outer, then fried to seal in the juicy goodness tossed in a sweet BBQ sauce.",347 kcal,https://www.wendys.com/en-gb/10-pc-bbq-saucy-spicy-nuggets
Wendy's,Veggie Options,Halloumi Fries,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-01/400x400-92d4b5c2-e4e9-40fe-862d-50807c1c0f6f%20%281%29_0.png?itok=VT3zQeyp,"Craving something cheesy? Get your hands on our delicious cheese fries made from the squeakiest cheese around.The irresistible snackIf you’re a fan of grilled halloumi, then you’ll love our indulgent, deep fried halloumi fries. Crispy and golden on the outside, soft and heavenly on the inside, our halloumi fries are the perfect add-on when regular French fries just won’t do. Made with seasoned, lightly battered halloumi cheese, they’re best served with a sweet chilli dipping sauce.",178 kcal,https://www.wendys.com/en-gb/halloumi-fries
Wendy's,Veggie Options,"Avocado Wrap, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/3_7.png?itok=u1LP5Bop,"Crispy and golden halloumi fries, topped with creamy avocado, crisp lettuce, and tomato – all served on a tortilla.  Fresh flavours in every bite!",359 kcal,https://www.wendys.com/en-gb/avocado-wrap-halloumi-fries
Wendy's,Veggie Options,"Signature Wrap, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/2_6.png?itok=a9fCZWlf,"Crispy and golden halloumi fries with shredded cheddar cheese, crisp lettuce, and Heinz mayo - all served on a tortilla.  Simple and delicious!",435 kcal,https://www.wendys.com/en-gb/signature-wrap-halloumi-fries
Wendy's,Veggie Options,"BBQ Wrap, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/1_8.png?itok=Lh9SgcFu,"Crispy and golden halloumi fries topped with a sweet BBQ sauce, shredded cheddar cheese, and crisp lettuce – all served on a tortilla. A little sweet, a little savoury, a lot scrumptious.",365 kcal,https://www.wendys.com/en-gb/bbq-wrap-halloumi-fries
Wendy's,Wraps,"Avocado Wrap, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/3_7.png?itok=u1LP5Bop,"Crispy and golden halloumi fries, topped with creamy avocado, crisp lettuce, and tomato – all served on a tortilla.  Fresh flavours in every bite!",359 kcal,https://www.wendys.com/en-gb/avocado-wrap-halloumi-fries
Wendy's,Wraps,"Signature Wrap, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/2_6.png?itok=a9fCZWlf,"Crispy and golden halloumi fries with shredded cheddar cheese, crisp lettuce, and Heinz mayo - all served on a tortilla.  Simple and delicious!",435 kcal,https://www.wendys.com/en-gb/signature-wrap-halloumi-fries
Wendy's,Wraps,"BBQ Wrap, Halloumi Fries",https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/1_8.png?itok=Lh9SgcFu,"Crispy and golden halloumi fries topped with a sweet BBQ sauce, shredded cheddar cheese, and crisp lettuce – all served on a tortilla. A little sweet, a little savoury, a lot scrumptious.",365 kcal,https://www.wendys.com/en-gb/bbq-wrap-halloumi-fries
Wendy's,Wraps,Grilled Signature Chicken Wrap,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/1_2.png?itok=JDkeOE0F,"A juicy, all white meat, filler free grilled chicken fillet topped with shredded cheddar cheese, crisp lettuce, and Heinz mayo - all served on a warm tortilla. Simple and delicious!",301 kcal,https://www.wendys.com/en-gb/grilled-signature-chicken-wrap
Wendy's,Wraps,Classic Signature Chicken Wrap,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/2_0.png?itok=XN05hpKo,"A juicy, all white meat, filler free classic chicken fillet topped with shredded cheddar cheese, crisp lettuce, and Heinz mayo - all served on a warm tortilla. Simple and delicious!",341 kcal,https://www.wendys.com/en-gb/classic-signature-chicken-wrap
Wendy's,Wraps,Spicy Signature Chicken Wrap,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/3_1.png?itok=SR1gAZiv,"A juicy, all white meat, filler free spicy chicken fillet topped with shredded cheddar cheese, crisp lettuce, and Heinz mayo - all served on a warm tortilla.  Simple and delicious!",341 kcal,https://www.wendys.com/en-gb/spicy-signature-chicken-wrap
Wendy's,Wraps,Grilled BBQ Chicken Wrap,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/1_6.png?itok=T-3bnsME,"A juicy, all white meat, filler free grilled chicken fillet topped with a sweet BBQ sauce, shredded cheddar cheese, and crisp lettuce – all served on a tortilla. A little sweet, a little savoury, a lot scrumptious.",235 kcal,https://www.wendys.com/en-gb/grilled-bbq-chicken-wrap
Wendy's,Wraps,Classic BBQ Chicken Wrap,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/2_4.png?itok=p6F6hkdL,"A juicy, all white meat, filler free chicken fillet topped with a sweet BBQ sauce, shredded cheddar cheese, and crisp lettuce – all served on a tortilla. A little sweet, a little savoury, a lot scrumptious.",269 kcal,https://www.wendys.com/en-gb/classic-bbq-chicken-wrap
Wendy's,Wraps,Spicy BBQ Chicken Wrap,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/3_5.png?itok=--V-8f1s,"A juicy, all white meat, filler free spicy chicken fillet topped with a sweet BBQ sauce, shredded cheddar cheese, and crisp lettuce – all served on a tortilla. A little sweet, a little savoury, a lot scrumptious.",268 kcal,https://www.wendys.com/en-gb/spicy-bbq-chicken-wrap
Wendy's,Wraps,Spicy Avocado Chicken Wrap,https://www.wendys.com/sites/default/files/styles/max_650x650/public/2025-06/2_2.png?itok=UV7dONjn,"A juicy, all white meat, filler free spicy chicken fillet topped with creamy avocado, crisp lettuce, and tomato – all served on a warm tortilla.  Fresh flavours in every bite!",252 kcal,https://www.wendys.com/en-gb/spicy-avocado-chicken-wrap
